Index,Name,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throes,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Asists,Rebound,Pie,Height,Weight,Country,Previous Team,Age,Birthdate,Draft,Experience,Total Awards
1345,Bryn Forbes,--,22 ,6 ,4 ,1 ,8 ,5 ,7 ,1 ,431,3776,FALSE,3.6,0.7,0.6,3.5,"6'2"" (1.88m)",205lb (93kg),USA,Michigan State,29 years,"July 23, 1993",Undrafted,6 Years,0
1346,Gary Forbes,Forward,--,1 ,--,--,--,--,--,--,111,645,FALSE,5.8,0.9,2,--,"6'7"" (2.01m)",220lb (100kg),Panama,Massachusetts,--,"February 25, 1985",Undrafted,3 Years,0
1347,Aleem Ford,--,--,--,--,--,--,--,--,--,5,14,FALSE,2.8,0.4,3,--,"6'8"" (2.03m)",220lb (100kg),USA,Wisconsin,25 years,"December 22, 1997",Undrafted,2 Years,0
1348,Alphonso Ford,Forward,--,--,--,--,--,--,--,--,11,35,FALSE,3.2,0.9,1.8,--,"6'1"" (1.85m)",190lb (86kg),USA,Mississippi Valley State,--,"October 31, 1971",1993 R2 Pick 32,2 Years,0
1349,Alphonso Ford,Forward,--,--,--,--,--,--,--,--,11,35,FALSE,2.5,0.2,1.7,--,"6'9"" (2.06m)",280lb (127kg),USA,Houston,--,"May 29, 1981",2001 R2 Pick 50,4 Years,0
1350,Alphonso Ford,Forward,--,--,--,--,--,--,--,--,11,35,FALSE,9.2,3.4,3,--,"6'5"" (1.96m)",190lb (86kg),USA,Villanova,--,"January 11, 1949",1972 R2 Pick 17,10 Years,0
1351,Don Ford,Forward,14 ,14 ,6 ,6 ,6 ,6 ,--,2 ,474,3016,FALSE,6.4,1.4,3.6,--,"6'9"" (2.06m)",215lb (98kg),USA,California-Santa Barbara,--,"December 31, 1952",1975 R6 Pick 92,7 Years,0
1352,Jake Ford,Guard,--,--,--,--,--,--,--,--,31,126,FALSE,4.1,1.1,0.6,--,"6'3"" (1.91m)",180lb (82kg),USA,Maryland-Eastern Shore,--,"April 29, 1946",1970 R2 Pick 20,2 Years,0
1353,Phil Ford,Guard,20 ,4 ,13 ,4 ,7 ,5 ,2 ,--,482,5594,FALSE,11.6,6.4,1.8,--,"6'2"" (1.88m)",175lb (79kg),USA,North Carolina,--,"February 9, 1956",1978 R1 Pick 2,7 Years,7
1354,Sharrod Ford,--,--,--,--,--,--,--,--,--,3,4,FALSE,1.3,--,1,--,"6'9"" (2.06m)",235lb (107kg),USA,Clemson,--,"January 9, 1982",Undrafted,1 Year,0
1355,Sherell Ford,Forward,--,--,--,--,--,--,--,--,28,90,FALSE,3.2,0.2,0.9,--,"6'7"" (2.01m)",210lb (95kg),USA,Illinois-Chicago,--,"August 26, 1972",1995 R1 Pick 26,1 Year,0
1356,T.J. Ford,--,27 ,7 ,15 ,3 ,11 ,6 ,2 ,1 ,429,4797,FALSE,11.2,5.8,3.1,--,"6'0"" (1.83m)",165lb (75kg),USA,Texas-Austin,--,"March 24, 1983",2003 R1 Pick 8,8 Years,2
1357,Donnie Forman,Guard,5 ,--,--,--,2 ,3 ,--,--,44,179,FALSE,4.1,1.7,--,--,"5'10"" (1.78m)",175lb (79kg),USA,New York University,--,"January 17, 1926",Undrafted,1 Year,0
1358,Bayard Forrest,Center,6 ,7 ,3 ,4 ,3 ,1 ,--,1 ,139,569,FALSE,4.1,2.1,4.1,--,"6'10"" (2.08m)",235lb (107kg),USA,Grand Canyon,--,"July 8, 1954",1976 R2 Pick 19,2 Years,0
1359,Trent Forrest,Guard,4 ,--,--,--,2 ,--,--,--,113,335,FALSE,2.3,1.7,1.6,5.5,"6'4"" (1.93m)",210lb (95kg),USA,Florida State,24 years,"June 12, 1998",Undrafted,2 Years,0
1360,Joseph Forte,Guard,--,--,--,--,--,--,--,--,25,30,FALSE,1.2,0.7,0.7,--,"6'4"" (1.93m)",194lb (88kg),USA,North Carolina,--,"March 23, 1981",2001 R1 Pick 21,3 Years,0
1361,Courtney Fortson,Guard,--,--,--,--,--,--,--,--,10,35,FALSE,3.5,1,1.5,--,"5'11"" (1.80m)",185lb (84kg),USA,Arkansas,--,"May 23, 1988",Undrafted,2 Years,0
1362,Danny Fortson,Center-Forward,8 ,9 ,--,1 ,3 ,3 ,--,1 ,440,3615,FALSE,8.2,0.7,7.2,--,"6'8"" (2.03m)",260lb (118kg),USA,Cincinnati,--,"March 27, 1976",1997 R1 Pick 10,10 Years,0
1363,Fred Foster,Forward,7 ,--,4 ,--,3 ,1 ,--,--,523,4093,FALSE,7.8,1.1,2.4,--,"6'5"" (1.96m)",210lb (95kg),USA,Miami (Ohio),--,"March 18, 1946",1968 R3 Pick 28,8 Years,0
1364,Greg Foster,Center,17 ,6 ,2 ,1 ,6 ,6 ,1 ,2 ,656,2538,FALSE,3.9,0.5,2.6,--,"6'11"" (2.11m)",250lb (113kg),USA,Texas-El Paso,--,"October 3, 1968",1990 R2 Pick 35,13 Years,0
1365,Jeff Foster,Forward-Center,20 ,20 ,4 ,3 ,9 ,3 ,1 ,4 ,764,3747,FALSE,4.9,0.9,6.9,--,"6'11"" (2.11m)",250lb (113kg),USA,Southwest Texas State,--,"January 16, 1977",1999 R1 Pick 21,13 Years,0
1366,Rod Foster,Guard,10 ,2 ,3 ,2 ,3 ,4 ,--,1 ,207,1562,FALSE,7.5,2.3,1.2,--,"6'1"" (1.85m)",160lb (73kg),USA,UCLA,--,"October 10, 1960",1983 R2 Pick 28,3 Years,0
1367,Michael Foster Jr.,--,--,--,--,--,--,--,--,--,1,0,FALSE,--,--,--,--,"6'8"" (2.03m)",250lb (113kg),USA,NBA G League Ignite,20 years,"January 16, 2003",Undrafted,Rookie,0
1368,Antonis Fotsis,Forward,--,--,--,--,--,--,--,--,28,108,FALSE,3.9,0.4,2.2,--,"6'10"" (2.08m)",219lb (99kg),Greece,Panathinaikos,--,"April 1, 1981",2001 R2 Pick 47,1 Year,0
1369,Evan Fournier,Guard-Forward,19 ,8 ,5 ,3 ,8 ,5 ,4 ,2 ,672,9387,FALSE,6.1,1.3,1.8,4.6,"6'6"" (1.98m)",205lb (93kg),France,Poitiers Basket 86,30 years,"October 29, 1992",2012 R1 Pick 20,10 Years,0
1370,Larry Foust,Center,30 ,--,3 ,--,11 ,12 ,--,--,817,11198,FALSE,13.7,1.7,9.8,--,"6'9"" (2.06m)",215lb (98kg),USA,La Salle,--,"June 24, 1928",1950 R1 Pick 5,12 Years,2
1371,Jerry Fowler,Center,--,--,--,--,--,--,--,--,6,9,FALSE,1.5,0.3,1.7,--,"6'7"" (2.01m)",230lb (104kg),USA,Missouri,--,"June 20, 1927",Undrafted,1 Year,0
1372,Tremaine Fowlkes,--,--,--,--,--,--,--,--,--,103,301,FALSE,2.9,0.5,2.2,--,"6'8"" (2.03m)",220lb (100kg),USA,Fresno State,--,"April 11, 1976",1998 R2 Pick 54,4 Years,0
1373,De'Aaron Fox,Guard,38 ,9 ,11 ,4 ,14 ,8 ,4 ,1 ,395,7974,FALSE,25,6.1,4.2,13.7,"6'3"" (1.91m)",185lb (84kg),USA,Kentucky,25 years,"December 20, 1997",2017 R1 Pick 5,5 Years,3
1374,Harold Fox,Guard,--,--,--,--,--,--,--,--,10,31,FALSE,3.1,1,0.8,--,"6'2"" (1.88m)",175lb (79kg),USA,Jacksonville,--,"August 29, 1949",1972 R2 Pick 15,1 Year,0
1375,Jim Fox,Center,17 ,--,4 ,--,8 ,5 ,--,1 ,743,6945,FALSE,9.3,1.6,7.4,--,"6'10"" (2.08m)",230lb (104kg),USA,South Carolina,--,"April 7, 1943",1965 R8 Pick 67,10 Years,0
1376,Rick Fox,Forward,24 ,14 ,10 ,5 ,8 ,7 ,5 ,3 ,930,8966,FALSE,9.6,2.8,3.8,--,"6'7"" (2.01m)",235lb (107kg),Canada,North Carolina,--,"July 24, 1969",1991 R1 Pick 24,14 Years,1
1377,Randy Foye,Guard,16 ,4 ,4 ,3 ,6 ,4 ,4 ,1 ,752,7729,FALSE,10.3,2.8,2.2,--,"6'4"" (1.93m)",218lb (99kg),USA,Villanova,--,"September 24, 1983",2006 R1 Pick 7,12 Years,2
1378,Adonal Foyle,Center,2 ,1 ,--,--,1 ,--,--,--,733,2989,FALSE,4.1,0.5,4.7,--,"6'10"" (2.08m)",270lb (122kg),St. Vincent & Grenadines,Colgate,--,"March 9, 1975",1997 R1 Pick 8,13 Years,0
1379,Richie Frahm,--,--,--,--,--,--,--,--,--,140,502,FALSE,3.6,0.6,1.2,--,"6'5"" (1.96m)",202lb (92kg),USA,Gonzaga,--,"August 14, 1977",Undrafted,4 Years,0
1380,Steve Francis,Guard,27 ,10 ,12 ,3 ,7 ,9 ,4 ,1 ,576,10446,FALSE,18.1,6,5.6,--,"6'3"" (1.91m)",210lb (95kg),USA,Maryland,--,"February 21, 1977",1999 R1 Pick 2,10 Years,9
1381,Tellis Frank,Forward,--,--,--,--,--,--,--,--,264,1710,FALSE,6.5,1,3.9,--,"6'10"" (2.08m)",225lb (102kg),USA,Western Kentucky,--,"April 26, 1965",1987 R1 Pick 14,5 Years,0
1382,Nat Frankel,Forward,--,--,--,--,--,--,--,--,6,16,FALSE,2.7,0.5,--,--,"6'0"" (1.83m)",195lb (88kg),USA,Brooklyn College,--,"November 3, 1913",Undrafted,1 Year,0
1383,Jamaal Franklin,Guard,1 ,1 ,--,--,--,1 ,--,--,24,42,FALSE,1.8,0.4,1,--,"6'5"" (1.96m)",191lb (87kg),USA,San Diego State,--,"July 21, 1991",2013 R2 Pick 41,3 Years,0
1384,Robert Franks,--,--,--,--,--,--,--,--,--,7,43,FALSE,6.1,0.7,2,--,"6'7"" (2.01m)",225lb (102kg),USA,Washington State,--,"December 18, 1996",2019,1 Year,0
1385,Tim Frazier,--,7 ,3 ,2 ,1 ,3 ,2 ,2 ,--,289,1412,FALSE,4.9,4,2.3,--,"6'0"" (1.83m)",170lb (77kg),USA,Penn State,--,"November 1, 1990",Undrafted,8 Years,0
1386,Walt Frazier,Guard,38 ,--,19 ,4 ,16 ,12 ,--,--,825,15581,TRUE,18.9,6.1,5.9,--,"6'4"" (1.93m)",200lb (91kg),USA,Southern Illinois,--,"March 29, 1945",1967 R1 Pick 5,13 Years,16
1387,Will Frazier,Forward,--,--,--,--,--,--,--,--,2,1,FALSE,0.5,0.5,2.5,--,"6'7"" (2.01m)",210lb (95kg),USA,Grambling,--,"August 24, 1942",1965 R2 Pick 9,1 Year,0
1388,Michael Frazier II,Guard,3 ,2 ,1 ,--,1 ,--,1 ,--,13,27,FALSE,2.1,0.2,0.8,--,"6'3"" (1.91m)",200lb (91kg),USA,Florida,--,"March 8, 1994",Undrafted,2 Years,0
1389,Melvin Frazier Jr.,Guard-Forward,4 ,3 ,--,1 ,2 ,1 ,--,--,32,87,FALSE,2.7,0.2,0.9,--,"6'5"" (1.96m)",215lb (98kg),USA,Tulane,--,"August 30, 1996",2018 R2 Pick 35,4 Years,0
1390,Anthony Frederick,Forward,--,--,--,--,--,--,--,--,147,718,FALSE,4.9,0.9,1.9,--,"6'7"" (2.01m)",205lb (93kg),USA,Pepperdine,--,"December 7, 1964",1986 R6 Pick 133,3 Years,0
1391,Jimmer Fredette,Guard,--,--,--,--,--,--,--,--,241,1438,FALSE,6,1.4,1,--,"6'2"" (1.88m)",195lb (88kg),USA,Brigham Young,--,"February 25, 1989",2011 R1 Pick 10,7 Years,0
1392,World Free,Guard,32 ,4 ,9 ,2 ,13 ,11 ,--,2 ,886,17955,FALSE,20.3,3.7,2.7,--,"6'3"" (1.91m)",185lb (84kg),USA,Guilford,--,"December 9, 1953",1975 R2 Pick 23,13 Years,2
1393,Enes Freedom,--,28 ,18 ,4 ,3 ,12 ,8 ,1 ,3 ,748,8349,FALSE,11.2,0.9,7.8,--,"6'10"" (2.08m)",250lb (113kg),Turkey,Fenerbahce,--,"May 20, 1992",2011 R1 Pick 3,11 Years,0
1394,Joel Freeland,Center-Forward,1 ,2 ,1 ,1 ,--,1 ,--,1 ,151,477,FALSE,3.2,0.4,3.4,--,"6'10"" (2.08m)",225lb (102kg),United Kingdom,Malaga,--,"February 7, 1987",2006 R1 Pick 30,3 Years,1
1395,Donnie Freeman,Guard,--,--,--,--,--,--,--,--,64,689,FALSE,10.8,2.7,2.8,--,"6'3"" (1.91m)",185lb (84kg),USA,Illinois,--,"July 18, 1944",1966 R3 Pick 29,1 Year,0
1396,Gary Freeman,Forward,--,--,--,--,--,--,--,--,52,167,FALSE,3.2,0.7,2,--,"6'9"" (2.06m)",210lb (95kg),USA,Oregon State,--,"July 25, 1948",1970 R1 Pick 16,1 Year,0
1397,Rod Freeman,Forward,--,--,--,--,--,--,--,--,35,106,FALSE,3,0.4,1.5,--,"6'7"" (2.01m)",225lb (102kg),USA,Vanderbilt,--,"November 5, 1950",1973 R11 Pick 166,1 Year,0
1398,Matt Freije,--,--,--,--,--,--,--,--,--,42,133,FALSE,3.2,0.6,2,--,"6'9"" (2.06m)",249lb (113kg),USA,Vanderbilt,--,"October 2, 1981",2004 R2 Pick 53,3 Years,0
1399,Frido Frey,Forward,6 ,--,--,--,2 ,2 ,--,--,23,88,FALSE,3.8,0.6,--,--,"6'2"" (1.88m)",195lb (88kg),USA,Long Island-Brooklyn,--,"October 26, 1921",Undrafted,1 Year,0
1400,Larry Friend,Guard,--,--,--,--,--,--,--,--,44,175,FALSE,4,1.1,2.4,--,"6'4"" (1.93m)",185lb (84kg),USA,California,--,"April 14, 1935",1957 R2 Pick 13,1 Year,0
1401,Pat Frink,Guard,--,--,--,--,--,--,--,--,48,123,FALSE,2.6,1.1,0.9,--,"6'4"" (1.93m)",195lb (88kg),USA,Colorado,--,"February 18, 1945",1968 R3 Pick 27,1 Year,0
1402,Jim Fritsche,Center,--,--,--,--,--,--,--,--,84,326,FALSE,3.9,0.9,3,--,"6'8"" (2.03m)",210lb (95kg),USA,Hamline,--,"December 10, 1931",1953 R1 Pick 7,2 Years,0
1403,Channing Frye,Forward-Center,27 ,13 ,4 ,3 ,10 ,3 ,7 ,2 ,890,7786,FALSE,8.7,1,4.5,--,"7'0"" (2.13m)",255lb (116kg),USA,Arizona,--,"May 17, 1983",2005 R1 Pick 8,14 Years,2
1404,Bernie Fryer,Guard,--,--,--,--,--,--,--,--,111,686,FALSE,6.2,3,1.8,--,"6'3"" (1.91m)",185lb (84kg),USA,Brigham Young,--,"December 25, 1949",1972 R7 Pick 109,2 Years,0
1405,Frank Fucarino,Forward,--,--,--,--,--,--,--,--,28,140,FALSE,5,0.3,--,--,"6'2"" (1.88m)",175lb (79kg),USA,Long Island-Brooklyn,--,"July 24, 1920",Undrafted,1 Year,0
1406,Herm Fuetsch,Guard,5 ,--,--,--,2 ,3 ,--,--,42,109,FALSE,2.6,0.4,--,--,"6'0"" (1.83m)",170lb (77kg),USA,Polytechnic HS (CA),--,"July 6, 1918",Undrafted,1 Year,0
1407,Joe Fulks,Forward,37 ,--,2 ,--,13 ,14 ,--,--,489,8003,TRUE,16.4,1.2,5.3,--,"6'5"" (1.96m)",190lb (86kg),USA,Murray State,--,"October 26, 1921",Undrafted,8 Years,5
1408,Hiram Fuller,--,--,--,--,--,--,--,--,--,4,8,FALSE,2,0.5,2.8,--,"6'9"" (2.06m)",240lb (109kg),USA,Fresno State,--,"May 13, 1981",Undrafted,2 Years,0
1409,Todd Fuller,--,7 ,6 ,--,--,3 ,3 ,--,1 ,225,835,FALSE,3.7,0.2,3,--,--,--,USA,North Carolina State,--,"July 25, 1974",1996 R1 Pick 11,5 Years,0
1410,Tony Fuller,Guard,--,--,--,--,--,--,--,--,15,60,FALSE,4,1.9,2.8,--,"6'4"" (1.93m)",180lb (82kg),USA,Pepperdine,--,"September 4, 1958",1980 R5 Pick 93,1 Year,0
1411,Markelle Fultz,Guard,15 ,5 ,7 ,2 ,6 ,3 ,2 ,1 ,191,2260,FALSE,14,5.7,3.9,11.1,"6'4"" (1.93m)",209lb (95kg),USA,Washington,24 years,"May 29, 1998",2017 R1 Pick 1,5 Years,0
1412,Lawrence Funderburke,Forward,8 ,6 ,1 ,3 ,4 ,2 ,--,2 ,318,2031,FALSE,6.4,0.6,3.6,--,"6'9"" (2.06m)",230lb (104kg),USA,Ohio State,--,"December 15, 1970",1994 R2 Pick 51,8 Years,0
1413,Terry Furlow,Guard,21 ,3 ,6 ,--,9 ,6 ,--,--,239,2550,FALSE,10.7,2.4,2.1,--,"6'5"" (1.96m)",190lb (86kg),USA,Michigan State,--,"October 18, 1954",1976 R1 Pick 12,4 Years,0
1414,Billy Gabor,Guard,17 ,--,6 ,--,6 ,7 ,--,--,307,2997,FALSE,9.8,2,1.8,--,"5'11"" (1.80m)",170lb (77kg),USA,Syracuse,--,"May 13, 1922",1948,6 Years,0
1415,Wenyen Gabriel,Forward,10 ,5 ,3 ,2 ,4 ,1 ,1 ,2 ,145,648,FALSE,5.5,0.5,4.2,8.2,"6'9"" (2.06m)",205lb (93kg),South Sudan,Kentucky,26 years,"March 26, 1997",Undrafted,3 Years,0
1416,Dan Gadzuric,Center,13 ,10 ,2 ,1 ,6 ,1 ,--,2 ,527,2465,FALSE,4.7,0.4,4.4,--,"6'11"" (2.11m)",240lb (109kg),Netherlands,UCLA,--,"February 2, 1978",2002 R2 Pick 33,11 Years,0
1417,Dan Gadzuric,Center,13 ,10 ,2 ,1 ,6 ,1 ,--,2 ,527,2465,FALSE,--,--,--,--,"6'8"" (2.03m)",205lb (93kg),USA,Massachusetts,--,"November 14, 1984",Undrafted,1 Year,0
1418,Daniel Gafford,Forward-Center,16 ,7 ,2 ,2 ,6 ,5 ,--,5 ,247,1982,FALSE,9,1.1,5.6,11.3,"6'10"" (2.08m)",234lb (106kg),USA,Arkansas,24 years,"October 1, 1998",2019 R2 Pick 38,3 Years,0
1419,Deng Gai,--,--,--,--,--,--,--,--,--,2,0,FALSE,--,--,--,--,"6'9"" (2.06m)",250lb (113kg),South Sudan,Fairfield,--,"March 22, 1982",Undrafted,1 Year,0
1420,Elmer R. Gainer,Waterloo Hawks,--,--,--,--,--,--,--,--,20,29,FALSE,1.5,0.5,--,--,--,--,USA,DePaul,--,"April 2, 1905",1947,2 Years,0
1421,Corey Gaines,Guard,--,1 ,1 ,--,--,--,--,--,80,248,FALSE,3.1,3.1,0.9,--,"6'3"" (1.91m)",195lb (88kg),USA,Loyola-Marymount,--,"June 1, 1965",1988 R3 Pick 65,5 Years,0
1422,Reece Gaines,--,--,--,--,--,--,--,--,--,71,123,FALSE,1.7,0.7,0.7,--,"6'6"" (1.98m)",205lb (93kg),USA,Louisville,--,"January 7, 1981",2003 R1 Pick 15,3 Years,0
1423,Sundiata Gaines,Guard,7 ,2 ,--,--,3 ,--,1 ,--,113,508,FALSE,4.5,1.8,1.5,--,"6'1"" (1.85m)",200lb (91kg),USA,Georgia,--,"April 18, 1986",Undrafted,4 Years,0
1424,Mike Gale,Guard,18 ,3 ,9 ,4 ,8 ,2 ,1 ,2 ,453,3372,FALSE,7.4,4.3,2.5,--,"6'4"" (1.93m)",185lb (84kg),USA,Elizabeth City State,--,"July 18, 1950",1971 R3 Pick 47,6 Years,0
1425,Chad Gallagher,Center,--,--,--,--,--,--,--,--,2,6,FALSE,3,--,--,--,"6'10"" (2.08m)",255lb (116kg),USA,Creighton,--,"May 30, 1969",1991 R2 Pick 32,1 Year,0
1426,Harry Gallatin,Forward,23 ,--,5 ,--,9 ,13 ,--,--,682,8843,TRUE,13,1.8,11.9,--,"6'6"" (1.98m)",210lb (95kg),USA,Truman State,--,"April 26, 1927",1948,10 Years,3
1427,Danilo Gallinari,Forward,29 ,9 ,7 ,3 ,11 ,9 ,5 ,1 ,728,11327,FALSE,11.7,1.5,4.7,9.9,"6'10"" (2.08m)",236lb (107kg),Italy,Olimpia Milano,34 years,"August 8, 1988",2008 R1 Pick 6,13 Years,0
1428,Langston Galloway,--,10 ,7 ,3 ,2 ,4 ,--,3 ,2 ,452,3656,FALSE,8.1,1.6,2.4,--,"6'1"" (1.85m)",200lb (91kg),USA,St. Joseph's (PA),31 years,"December 9, 1991",Undrafted,9 Years,1
1429,Dave Gambee,Forward,25 ,--,4 ,--,6 ,13 ,--,--,750,7935,FALSE,10.6,1,5.2,--,"6'6"" (1.98m)",215lb (98kg),USA,Oregon State,--,"April 16, 1937",1958 R1 Pick 6,12 Years,0
1430,Kevin Gamble,--,22 ,8 ,6 ,3 ,10 ,4 ,3 ,2 ,649,6154,FALSE,9.5,2,2.2,--,"6'5"" (1.96m)",210lb (95kg),USA,Iowa,--,"November 13, 1965",1987 R3 Pick 63,10 Years,0
1431,Bob Gantt,Forward,2 ,--,--,--,1 ,--,--,--,23,71,FALSE,3.1,0.2,--,--,"6'4"" (1.93m)",205lb (93kg),USA,Duke,--,"June 22, 1922",Undrafted,1 Year,0
1432,Jorge Garbajosa,--,--,--,--,--,--,--,--,--,74,589,FALSE,8,1.7,4.7,--,"6'9"" (2.06m)",245lb (111kg),Spain,Malaga,--,"December 19, 1977",Undrafted,2 Years,5
1433,Ruben Garces,--,--,--,--,--,--,--,--,--,13,16,FALSE,1.2,0.4,2.2,--,--,--,USA,Providence,--,"October 17, 1973",Undrafted,1 Year,0
1434,Alex Garcia,--,--,--,--,--,--,--,--,--,10,47,FALSE,4.7,1.8,1.5,--,"6'3"" (1.91m)",195lb (88kg),Brazil,Ribeirao Preto,--,"March 4, 1980",Undrafted,2 Years,1
1435,Francisco Garcia,--,18 ,6 ,5 ,2 ,7 ,3 ,5 ,3 ,549,4323,FALSE,7.9,1.4,2.6,--,"6'7"" (2.01m)",215lb (98kg),Dominican Republic,Louisville,--,"December 31, 1981",2005 R1 Pick 23,10 Years,0
1436,Earl Gardner,Forward,2 ,--,--,--,1 ,2 ,--,--,50,89,FALSE,1.8,0.4,--,--,"6'3"" (1.91m)",195lb (88kg),USA,DePauw,--,"September 18, 1923",1948,1 Year,0
1437,Thomas Gardner,Guard,12 ,2 ,2 ,1 ,4 ,1 ,3 ,--,20,45,FALSE,2.3,0.2,0.6,--,"6'5"" (1.96m)",225lb (102kg),USA,Missouri,--,"February 8, 1985",Undrafted,3 Years,0
1438,Vern Gardner,Center,19 ,--,2 ,--,9 ,6 ,--,--,151,1339,FALSE,8.9,1.6,4,--,"6'5"" (1.96m)",200lb (91kg),USA,Utah,--,"May 14, 1925",1949 R1 Pick 5,3 Years,0
1439,Jack Garfinkel,Guard,10 ,--,--,--,3 ,6 ,--,--,92,476,FALSE,5.2,1.5,--,--,"6'0"" (1.83m)",190lb (86kg),USA,St. John's (NY),--,"June 13, 1918",Undrafted,3 Years,0
1440,Patricio Garino,Guard-Forward,--,--,--,--,--,--,--,--,5,0,FALSE,--,--,1.4,--,"6'6"" (1.98m)",203lb (92kg),Argentina,George Washington,--,"May 17, 1993",Undrafted,2 Years,0
1441,Darius Garland,Guard,32 ,3 ,10 ,4 ,9 ,10 ,6 ,1 ,250,4632,FALSE,21.6,7.8,2.7,13,"6'1"" (1.85m)",192lb (87kg),USA,Vanderbilt,23 years,"January 26, 2000",2019 R1 Pick 5,3 Years,1
1442,Gary Garland,Guard,--,--,--,--,--,--,--,--,78,334,FALSE,4.3,1.9,1.8,--,"6'4"" (1.93m)",180lb (82kg),USA,DePaul,--,"October 12, 1957",1979 R2 Pick 30,1 Year,0
1443,Winston Garland,Guard,18 ,7 ,9 ,4 ,6 ,6 ,1 ,2 ,511,4799,FALSE,9.4,4.7,2.8,--,"6'2"" (1.88m)",170lb (77kg),USA,Missouri State,--,"December 19, 1964",1987 R2 Pick 40,7 Years,0
1444,Dick Garmaker,Guard,22 ,--,3 ,--,10 ,14 ,--,--,421,5597,FALSE,13.3,2.6,4.2,--,"6'3"" (1.91m)",200lb (91kg),USA,Minnesota,--,"October 29, 1932",1955,6 Years,1
1445,Chris Garner,Guard,--,--,--,--,--,--,--,--,46,72,FALSE,1.6,1.4,0.8,--,"5'10"" (1.78m)",156lb (71kg),USA,Memphis,--,"February 23, 1975",Undrafted,3 Years,0
1446,Bill Garnett,Forward,14 ,7 ,2 ,--,7 ,4 ,1 ,1 ,300,1638,FALSE,5.5,1.3,4.3,--,"6'9"" (2.06m)",225lb (102kg),USA,Wyoming,--,"April 22, 1960",1982 R1 Pick 4,4 Years,0
1447,Kevin Garnett,Forward,35 ,22 ,11 ,6 ,15 ,13 ,1 ,6 ,1462,26071,FALSE,17.8,3.7,10,--,"6'11"" (2.11m)",240lb (109kg),USA,Farragut Academy HS (IL),--,"May 19, 1976",1995 R1 Pick 5,22 Years,57
1448,Marlon Garnett,--,--,--,--,--,--,--,--,--,24,51,FALSE,2.1,0.8,0.9,--,"6'2"" (1.88m)",186lb (84kg),USA,Santa Clara,--,"July 3, 1975",Undrafted,1 Year,0
1449,Billy Garrett,Guard-Forward,--,--,--,--,--,--,--,--,4,26,FALSE,6.5,1.8,0.8,--,"6'6"" (1.98m)",215lb (98kg),USA,DePaul,--,"October 16, 1994",Undrafted,2 Years,0
1450,Calvin Garrett,Forward,8 ,3 ,3 ,3 ,3 ,4 ,--,1 ,166,855,FALSE,5.2,1.5,2.6,--,"6'7"" (2.01m)",190lb (86kg),USA,Oral Roberts,--,"July 11, 1956",1979 R3 Pick 47,4 Years,0
1451,Dean Garrett,Center,26 ,15 ,3 ,2 ,11 ,4 ,--,2 ,359,1737,FALSE,4.8,0.6,5,--,"6'11"" (2.11m)",250lb (113kg),USA,Indiana,--,"November 27, 1966",1988 R2 Pick 38,6 Years,0
1452,Diante Garrett,Guard,--,--,--,--,--,--,--,--,90,288,FALSE,3.2,1.7,1.2,--,"6'4"" (1.93m)",190lb (86kg),USA,Iowa State,--,"November 3, 1988",Undrafted,2 Years,0
1453,Eldo Garrett,Guard,24 ,1 ,7 ,1 ,11 ,7 ,--,--,339,3475,FALSE,10.3,2.5,3,--,"6'3"" (1.91m)",185lb (84kg),USA,Southern Illinois,--,"January 31, 1947",1969 R2 Pick 27,5 Years,1
1454,Marcus Garrett,--,--,--,--,--,--,--,--,--,12,13,FALSE,1.1,0.6,1.9,--,"6'5"" (1.96m)",205lb (93kg),USA,Kansas,24 years,"November 9, 1998",Undrafted,2 Years,0
1455,Rowland Garrett,Forward,8 ,3 ,1 ,1 ,4 ,2 ,--,1 ,263,1337,FALSE,5.1,0.4,2.3,--,"6'6"" (1.98m)",210lb (95kg),USA,Florida State,--,"July 16, 1950",1972 R5 Pick 78,5 Years,0
1456,Tom Garrick,Guard,--,--,--,--,--,--,--,--,251,1359,FALSE,5.4,3.4,2,--,"6'2"" (1.88m)",185lb (84kg),USA,Rhode Island,--,"July 7, 1966",1988 R2 Pick 45,4 Years,0
1457,John Garris,Forward,--,--,--,--,--,--,--,--,33,131,FALSE,4,0.3,2.3,--,"6'8"" (2.03m)",205lb (93kg),USA,Boston College,--,"June 6, 1959",1983 R2 Pick 27,1 Year,0
1458,Kiwane Garris,Guard,--,--,--,--,--,--,--,--,31,72,FALSE,2.3,1,0.6,--,"6'2"" (1.88m)",183lb (83kg),USA,Illinois,--,"September 24, 1974",Undrafted,3 Years,0
1459,Pat Garrity,Forward,18 ,10 ,4 ,1 ,6 ,3 ,4 ,2 ,552,4017,FALSE,7.3,0.8,2.6,--,"6'9"" (2.06m)",238lb (108kg),USA,Notre Dame,--,"August 23, 1976",1998 R1 Pick 19,11 Years,0
1460,Usman Garuba,Forward,--,--,--,--,--,--,--,--,99,273,FALSE,3,0.9,4.1,7.9,"6'8"" (2.03m)",229lb (104kg),Spain,Real Madrid,21 years,"March 9, 2002",2021 R1 Pick 23,1 Year,0
